ClaimId,CustomerId,PolicyId,ClaimType,ClaimDate,Details
CLID-1854,CID-293,PID-735,Travel,2022-05-16,The customer had to file a claim for lost luggage during travel.
CLID-1855,CID-294,PID-736,Travel,2020-08-10,Claim filed for travel cancellation due to a medical emergency.
CLID-1856,CID-294,PID-736,Travel,2020-10-07,Claim filed for travel cancellation due to a medical emergency.
CLID-1857,CID-294,PID-736,Travel,2020-09-14,The customer had to file a claim for lost luggage during travel.
CLID-1858,CID-294,PID-737,Auto,2025-11-12,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-1859,CID-294,PID-737,Auto,2025-11-12,The claim was filed due to a car accident that caused minor damage.
CLID-1860,CID-294,PID-738,Auto,2024-10-09,There was a car accident in a parking lot involving multiple vehicles.
CLID-1861,CID-294,PID-738,Auto,2024-06-17,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1862,CID-294,PID-738,Auto,2023-12-02,There was a car accident in a parking lot involving multiple vehicles.
CLID-1863,CID-294,PID-739,Home,2023-11-03,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1864,CID-294,PID-739,Home,2024-03-11,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1865,CID-295,PID-740,Boat,2024-05-11,Claim submitted for boat damage after an accident at the marina.
CLID-1866,CID-295,PID-740,Boat,2023-09-17,The customer reported theft of their boating equipment while docked.
CLID-1867,CID-295,PID-740,Boat,2023-12-16,The boat had mechanical issues while out on the water causing delays.
CLID-1868,CID-295,PID-741,Home,2025-10-11,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1869,CID-295,PID-742,Auto,2025-01-30,There was a car accident in a parking lot involving multiple vehicles.
CLID-1870,CID-295,PID-743,Home,2022-08-30,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1871,CID-295,PID-743,Home,2022-09-14,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1872,CID-295,PID-743,Home,2022-11-04,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1873,CID-296,PID-744,Boat,2024-08-14,The customer reported theft of their boating equipment while docked.
CLID-1874,CID-296,PID-744,Boat,2024-09-16,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1875,CID-296,PID-744,Boat,2024-03-29,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1876,CID-297,PID-745,Home,2020-03-27,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1877,CID-297,PID-745,Home,2020-10-17,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1878,CID-297,PID-745,Home,2020-11-03,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1879,CID-297,PID-745,Home,2020-09-24,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1880,CID-297,PID-746,Auto,2024-03-27,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1881,CID-297,PID-746,Auto,2024-11-30,Car damage occurred from an uninsured motorist running a red light.
CLID-1882,CID-297,PID-746,Auto,2024-11-13,Car damage occurred from an uninsured motorist running a red light.
CLID-1883,CID-297,PID-746,Auto,2024-10-14,Car damage occurred from an uninsured motorist running a red light.
CLID-1884,CID-297,PID-747,Travel,2022-04-09,The customer had to file a claim for lost luggage during travel.
CLID-1885,CID-297,PID-748,Auto,2021-09-06,The claim was filed due to a car accident that caused minor damage.
CLID-1886,CID-298,PID-749,Auto,2020-08-13,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-1887,CID-299,PID-750,Travel,2025-11-12,Claims for lost items while traveling abroad.
CLID-1888,CID-299,PID-751,Travel,2021-11-06,The customer had to file a claim for lost luggage during travel.
CLID-1889,CID-299,PID-751,Travel,2022-02-24,The customer had to file a claim for lost luggage during travel.
CLID-1890,CID-299,PID-752,Boat,2022-05-10,The customer reported theft of their boating equipment while docked.
CLID-1891,CID-299,PID-752,Boat,2022-10-01,The customer reported theft of their boating equipment while docked.
CLID-1892,CID-299,PID-753,Home,2024-11-23,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1893,CID-300,PID-754,Home,2021-12-17,The home experienced significant water damage due to a burst pipe.
CLID-1894,CID-300,PID-754,Home,2022-04-02,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1895,CID-300,PID-754,Home,2022-02-25,The home experienced significant water damage due to a burst pipe.
CLID-1896,CID-300,PID-755,Home,2024-01-16,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1897,CID-300,PID-755,Home,2024-06-05,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1898,CID-300,PID-755,Home,2023-12-13,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1899,CID-301,PID-756,Home,2025-02-04,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1900,CID-301,PID-757,Travel,2022-02-06,Claim filed for travel cancellation due to a medical emergency.
CLID-1901,CID-301,PID-757,Travel,2021-08-17,Travel issues due to missed connections and lost luggage during the trip.
CLID-1902,CID-301,PID-757,Travel,2022-06-21,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1903,CID-301,PID-757,Travel,2022-06-01,The customer had to file a claim for lost luggage during travel.
CLID-1904,CID-301,PID-758,Home,2023-07-04,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1905,CID-301,PID-758,Home,2023-07-22,The home experienced significant water damage due to a burst pipe.
CLID-1906,CID-302,PID-759,Home,2025-08-29,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1907,CID-302,PID-759,Home,2025-03-20,The home experienced significant water damage due to a burst pipe.
CLID-1908,CID-302,PID-759,Home,2025-01-27,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1909,CID-302,PID-759,Home,2024-11-11,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1910,CID-302,PID-760,Travel,2021-02-07,The customer had to file a claim for lost luggage during travel.
CLID-1911,CID-302,PID-760,Travel,2021-12-16,Claims for lost items while traveling abroad.
CLID-1912,CID-302,PID-760,Travel,2021-08-19,Travel issues due to missed connections and lost luggage during the trip.
CLID-1913,CID-302,PID-760,Travel,2021-11-02,Claim filed for travel cancellation due to a medical emergency.
CLID-1914,CID-303,PID-761,Home,2024-09-06,The home experienced significant water damage due to a burst pipe.
CLID-1915,CID-303,PID-761,Home,2024-10-23,The home experienced significant water damage due to a burst pipe.
CLID-1916,CID-303,PID-761,Home,2024-12-08,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1917,CID-304,PID-762,Travel,2022-05-19,Claim filed for travel cancellation due to a medical emergency.
CLID-1918,CID-304,PID-762,Travel,2023-01-23,Claims for lost items while traveling abroad.
CLID-1919,CID-304,PID-762,Travel,2022-05-05,The customer had to file a claim for lost luggage during travel.
CLID-1920,CID-304,PID-763,Auto,2025-07-16,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1921,CID-304,PID-763,Auto,2025-03-14,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-1922,CID-305,PID-764,Home,2023-01-16,The home experienced significant water damage due to a burst pipe.
CLID-1923,CID-305,PID-764,Home,2023-03-27,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1924,CID-305,PID-764,Home,2023-02-24,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1925,CID-305,PID-765,Boat,2025-10-05,The boat had mechanical issues while out on the water causing delays.
CLID-1926,CID-305,PID-765,Boat,2025-03-07,The customer reported theft of their boating equipment while docked.
CLID-1927,CID-305,PID-766,Home,2025-11-09,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1928,CID-305,PID-766,Home,2025-03-13,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1929,CID-305,PID-767,Travel,2025-01-25,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1930,CID-306,PID-768,Travel,2022-10-15,Travel issues due to missed connections and lost luggage during the trip.
CLID-1931,CID-306,PID-768,Travel,2022-10-25,The customer had to file a claim for lost luggage during travel.
CLID-1932,CID-306,PID-768,Travel,2022-04-26,Claim filed for travel cancellation due to a medical emergency.
CLID-1933,CID-306,PID-768,Travel,2022-06-12,Claim filed for travel cancellation due to a medical emergency.
CLID-1934,CID-307,PID-769,Travel,2021-01-05,Claims for lost items while traveling abroad.
CLID-1935,CID-307,PID-770,Home,2020-06-02,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1936,CID-307,PID-770,Home,2020-10-20,The home experienced significant water damage due to a burst pipe.
CLID-1937,CID-307,PID-770,Home,2020-09-23,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1938,CID-307,PID-770,Home,2020-11-21,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1939,CID-307,PID-771,Boat,2022-05-23,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1940,CID-307,PID-771,Boat,2022-08-18,The customer reported theft of their boating equipment while docked.
CLID-1941,CID-308,PID-772,Travel,2023-12-01,Claims for lost items while traveling abroad.
CLID-1942,CID-308,PID-772,Travel,2023-12-14,Claim filed for travel cancellation due to a medical emergency.
CLID-1943,CID-308,PID-772,Travel,2024-02-20,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1944,CID-308,PID-773,Travel,2024-08-15,Claims for lost items while traveling abroad.
CLID-1945,CID-308,PID-774,Home,2021-01-24,The home experienced significant water damage due to a burst pipe.
CLID-1946,CID-308,PID-774,Home,2021-10-02,The home experienced significant water damage due to a burst pipe.
CLID-1947,CID-308,PID-774,Home,2021-01-29,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1948,CID-308,PID-774,Home,2021-07-10,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1949,CID-309,PID-775,Boat,2025-03-22,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1950,CID-309,PID-775,Boat,2025-03-08,Claim submitted for boat damage after an accident at the marina.
CLID-1951,CID-310,PID-776,Boat,2022-08-10,The customer reported theft of their boating equipment while docked.
CLID-1952,CID-310,PID-777,Auto,2020-11-04,There was a car accident in a parking lot involving multiple vehicles.
CLID-1953,CID-310,PID-778,Travel,2022-06-08,Claim filed for travel cancellation due to a medical emergency.
CLID-1954,CID-310,PID-778,Travel,2022-03-17,Travel issues due to missed connections and lost luggage during the trip.
CLID-1955,CID-311,PID-779,Auto,2024-03-15,The claim was filed due to a car accident that caused minor damage.
CLID-1956,CID-311,PID-779,Auto,2024-04-16,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-1957,CID-311,PID-779,Auto,2024-07-19,There was a car accident in a parking lot involving multiple vehicles.
CLID-1958,CID-311,PID-779,Auto,2024-06-15,There was a car accident in a parking lot involving multiple vehicles.
CLID-1959,CID-312,PID-780,Home,2021-07-28,The home experienced significant water damage due to a burst pipe.
CLID-1960,CID-313,PID-781,Travel,2024-06-30,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1961,CID-313,PID-781,Travel,2024-05-20,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-1962,CID-313,PID-782,Home,2025-11-12,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1963,CID-313,PID-782,Home,2025-11-12,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1964,CID-313,PID-783,Home,2025-08-21,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1965,CID-314,PID-784,Travel,2022-10-20,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1966,CID-314,PID-785,Travel,2024-03-03,The customer had to file a claim for lost luggage during travel.
CLID-1967,CID-314,PID-785,Travel,2024-01-09,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1968,CID-315,PID-786,Boat,2025-03-04,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1969,CID-315,PID-786,Boat,2025-11-12,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1970,CID-315,PID-786,Boat,2025-08-30,The boat had mechanical issues while out on the water causing delays.
CLID-1971,CID-315,PID-786,Boat,2025-02-24,The customer reported theft of their boating equipment while docked.
CLID-1972,CID-315,PID-787,Home,2020-07-19,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-1973,CID-315,PID-787,Home,2021-05-11,The home experienced significant water damage due to a burst pipe.
CLID-1974,CID-315,PID-787,Home,2021-05-11,The home experienced significant water damage due to a burst pipe.
CLID-1975,CID-315,PID-787,Home,2021-04-11,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1976,CID-315,PID-788,Travel,2024-07-07,The customer had to file a claim for lost luggage during travel.
CLID-1977,CID-315,PID-788,Travel,2024-02-06,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1978,CID-315,PID-788,Travel,2024-05-08,Travel issues due to missed connections and lost luggage during the trip.
CLID-1979,CID-315,PID-788,Travel,2024-02-14,Travel issues due to missed connections and lost luggage during the trip.
CLID-1980,CID-316,PID-789,Home,2024-12-03,The home experienced significant water damage due to a burst pipe.
CLID-1981,CID-316,PID-789,Home,2024-12-01,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1982,CID-316,PID-790,Auto,2022-10-13,There was a car accident in a parking lot involving multiple vehicles.
CLID-1983,CID-316,PID-790,Auto,2023-03-25,Car damage occurred from an uninsured motorist running a red light.
CLID-1984,CID-316,PID-790,Auto,2022-07-14,There was a car accident in a parking lot involving multiple vehicles.
CLID-1985,CID-316,PID-790,Auto,2023-06-29,Car damage occurred from an uninsured motorist running a red light.
CLID-1986,CID-316,PID-791,Travel,2024-07-27,Claims for lost items while traveling abroad.
CLID-1987,CID-316,PID-791,Travel,2024-12-08,The customer had to file a claim for lost luggage during travel.
CLID-1988,CID-316,PID-791,Travel,2024-09-16,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1989,CID-316,PID-791,Travel,2024-06-27,The trip was interrupted due to missed connections and claims have been initiated.
CLID-1990,CID-317,PID-792,Home,2025-09-28,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1991,CID-317,PID-792,Home,2025-06-28,"Home was vandalized, leading to claims for broken windows and theft."
CLID-1992,CID-317,PID-792,Home,2025-06-18,Home damage was reported after a severe storm caused leaks in the roof.
CLID-1993,CID-317,PID-792,Home,2025-06-24,A tree fell on the customer's house during a storm causing substantial damage.
CLID-1994,CID-318,PID-793,Boat,2022-09-19,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1995,CID-318,PID-793,Boat,2022-10-28,Claim submitted for boat damage after an accident at the marina.
CLID-1996,CID-318,PID-794,Auto,2024-08-16,There was a car accident in a parking lot involving multiple vehicles.
CLID-1997,CID-318,PID-795,Boat,2021-01-08,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1998,CID-318,PID-795,Boat,2020-08-18,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-1999,CID-319,PID-796,Travel,2025-11-12,The trip was interrupted due to missed connections and claims have been initiated.
CLID-2000,CID-319,PID-796,Travel,2025-07-11,The customer had to file a claim for lost luggage during travel.
CLID-2001,CID-319,PID-796,Travel,2025-09-22,Claim filed for travel cancellation due to a medical emergency.
CLID-2002,CID-319,PID-796,Travel,2025-08-12,Claims for lost items while traveling abroad.
CLID-2003,CID-319,PID-797,Boat,2020-12-31,The boat had mechanical issues while out on the water causing delays.
CLID-2004,CID-319,PID-798,Travel,2025-06-25,Travel issues due to missed connections and lost luggage during the trip.
CLID-2005,CID-319,PID-798,Travel,2024-08-14,Travel issues due to missed connections and lost luggage during the trip.
CLID-2006,CID-319,PID-798,Travel,2024-08-28,The customer had to file a claim for lost luggage during travel.
CLID-2007,CID-319,PID-798,Travel,2025-01-20,Claims for lost items while traveling abroad.
CLID-2008,CID-319,PID-799,Boat,2023-04-21,The boat had mechanical issues while out on the water causing delays.
CLID-2009,CID-319,PID-799,Boat,2023-03-04,Claim submitted for boat damage after an accident at the marina.
CLID-2010,CID-319,PID-799,Boat,2022-11-19,The boat had mechanical issues while out on the water causing delays.
CLID-2011,CID-319,PID-799,Boat,2023-02-13,Claim submitted for boat damage after an accident at the marina.
CLID-2012,CID-320,PID-800,Auto,2023-05-24,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-2013,CID-320,PID-800,Auto,2023-09-15,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-2014,CID-320,PID-801,Home,2025-11-12,A tree fell on the customer's house during a storm causing substantial damage.
CLID-2015,CID-320,PID-801,Home,2025-11-12,The home experienced significant water damage due to a burst pipe.
CLID-2016,CID-320,PID-801,Home,2025-10-11,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2017,CID-320,PID-802,Travel,2020-10-02,The trip was interrupted due to missed connections and claims have been initiated.
CLID-2018,CID-321,PID-803,Auto,2021-05-24,There was a car accident in a parking lot involving multiple vehicles.
CLID-2019,CID-321,PID-803,Auto,2021-10-10,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-2020,CID-321,PID-804,Travel,2020-12-10,Travel issues due to missed connections and lost luggage during the trip.
CLID-2021,CID-321,PID-804,Travel,2020-10-13,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-2022,CID-322,PID-805,Home,2023-02-17,A tree fell on the customer's house during a storm causing substantial damage.
CLID-2023,CID-322,PID-805,Home,2023-01-09,The home experienced significant water damage due to a burst pipe.
CLID-2024,CID-322,PID-805,Home,2023-01-15,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2025,CID-322,PID-806,Boat,2024-09-05,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2026,CID-322,PID-806,Boat,2024-05-27,The customer reported theft of their boating equipment while docked.
CLID-2027,CID-322,PID-806,Boat,2024-07-06,The customer reported theft of their boating equipment while docked.
CLID-2028,CID-322,PID-806,Boat,2023-10-16,The customer reported theft of their boating equipment while docked.
CLID-2029,CID-322,PID-807,Auto,2025-11-12,There was a car accident in a parking lot involving multiple vehicles.
CLID-2030,CID-322,PID-807,Auto,2025-11-12,The claim was filed due to a car accident that caused minor damage.
CLID-2031,CID-322,PID-807,Auto,2025-11-12,The claim was filed due to a car accident that caused minor damage.
CLID-2032,CID-323,PID-808,Auto,2023-04-11,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2033,CID-323,PID-808,Auto,2023-08-27,There was a car accident in a parking lot involving multiple vehicles.
CLID-2034,CID-323,PID-808,Auto,2023-09-04,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-2035,CID-323,PID-808,Auto,2023-06-29,The claim was filed due to a car accident that caused minor damage.
CLID-2036,CID-323,PID-809,Auto,2023-07-23,Car damage occurred from an uninsured motorist running a red light.
CLID-2037,CID-323,PID-809,Auto,2023-11-26,The claim was filed due to a car accident that caused minor damage.
CLID-2038,CID-323,PID-810,Travel,2020-10-20,The trip was interrupted due to missed connections and claims have been initiated.
CLID-2039,CID-323,PID-810,Travel,2021-01-06,The trip was interrupted due to missed connections and claims have been initiated.
CLID-2040,CID-323,PID-810,Travel,2020-06-29,Claims for lost items while traveling abroad.
CLID-2041,CID-323,PID-810,Travel,2020-10-31,The customer had to file a claim for lost luggage during travel.
CLID-2042,CID-323,PID-811,Home,2021-02-11,The home experienced significant water damage due to a burst pipe.
CLID-2043,CID-324,PID-812,Auto,2021-10-14,Car damage occurred from an uninsured motorist running a red light.
CLID-2044,CID-324,PID-812,Auto,2021-09-15,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2045,CID-325,PID-813,Auto,2023-07-10,Car damage occurred from an uninsured motorist running a red light.
CLID-2046,CID-325,PID-813,Auto,2024-04-23,There was a car accident in a parking lot involving multiple vehicles.
CLID-2047,CID-325,PID-813,Auto,2023-08-06,There was a car accident in a parking lot involving multiple vehicles.
CLID-2048,CID-325,PID-813,Auto,2023-08-30,The claim was filed due to a car accident that caused minor damage.
CLID-2049,CID-325,PID-814,Travel,2023-04-07,Travel issues due to missed connections and lost luggage during the trip.
CLID-2050,CID-326,PID-815,Travel,2022-11-30,Claims for lost items while traveling abroad.
CLID-2051,CID-326,PID-816,Home,2025-09-14,The home experienced significant water damage due to a burst pipe.
CLID-2052,CID-326,PID-816,Home,2024-10-05,The home experienced significant water damage due to a burst pipe.
CLID-2053,CID-326,PID-817,Home,2022-11-04,A tree fell on the customer's house during a storm causing substantial damage.
CLID-2054,CID-326,PID-817,Home,2022-11-30,The home experienced significant water damage due to a burst pipe.
CLID-2055,CID-326,PID-817,Home,2022-08-23,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-2056,CID-326,PID-818,Auto,2022-04-26,The claim was filed due to a car accident that caused minor damage.
CLID-2057,CID-326,PID-818,Auto,2022-07-17,Car damage occurred from an uninsured motorist running a red light.
CLID-2058,CID-327,PID-819,Boat,2021-11-09,The customer reported theft of their boating equipment while docked.
CLID-2059,CID-327,PID-819,Boat,2021-12-05,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2060,CID-327,PID-820,Travel,2025-11-12,Claim filed for travel cancellation due to a medical emergency.
CLID-2061,CID-327,PID-820,Travel,2025-11-12,The trip was interrupted due to missed connections and claims have been initiated.
CLID-2062,CID-328,PID-821,Boat,2025-05-17,The boat had mechanical issues while out on the water causing delays.
CLID-2063,CID-328,PID-822,Boat,2022-07-28,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2064,CID-328,PID-823,Home,2023-05-26,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2065,CID-328,PID-823,Home,2023-09-24,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2066,CID-328,PID-823,Home,2023-09-02,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2067,CID-329,PID-824,Travel,2022-08-29,Claim filed for travel cancellation due to a medical emergency.
CLID-2068,CID-330,PID-825,Boat,2021-10-26,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2069,CID-330,PID-826,Home,2022-04-23,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2070,CID-330,PID-826,Home,2022-10-11,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2071,CID-330,PID-826,Home,2022-02-04,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2072,CID-331,PID-827,Boat,2021-05-23,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2073,CID-331,PID-827,Boat,2021-07-27,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2074,CID-331,PID-827,Boat,2021-03-20,The boat had mechanical issues while out on the water causing delays.
CLID-2075,CID-331,PID-828,Auto,2020-11-14,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2076,CID-331,PID-828,Auto,2020-10-13,Car damage occurred from an uninsured motorist running a red light.
CLID-2077,CID-331,PID-828,Auto,2021-05-07,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2078,CID-331,PID-828,Auto,2021-09-11,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-2079,CID-332,PID-829,Auto,2024-10-17,The claim was filed due to a car accident that caused minor damage.
CLID-2080,CID-332,PID-829,Auto,2024-07-14,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-2081,CID-332,PID-830,Boat,2022-04-23,The boat had mechanical issues while out on the water causing delays.
CLID-2082,CID-332,PID-831,Home,2025-11-12,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2083,CID-332,PID-831,Home,2025-11-12,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2084,CID-332,PID-832,Home,2024-02-26,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-2085,CID-332,PID-832,Home,2024-03-07,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2086,CID-333,PID-833,Travel,2022-07-31,The trip was interrupted due to missed connections and claims have been initiated.
CLID-2087,CID-333,PID-834,Home,2023-08-13,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2088,CID-334,PID-835,Auto,2022-12-21,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2089,CID-334,PID-835,Auto,2022-07-31,There was a car accident in a parking lot involving multiple vehicles.
CLID-2090,CID-334,PID-836,Travel,2021-08-04,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-2091,CID-334,PID-836,Travel,2021-08-25,Travel issues due to missed connections and lost luggage during the trip.
CLID-2092,CID-334,PID-837,Boat,2023-12-30,The boat had mechanical issues while out on the water causing delays.
CLID-2093,CID-334,PID-837,Boat,2023-10-02,The customer reported theft of their boating equipment while docked.
CLID-2094,CID-335,PID-838,Home,2022-03-21,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2095,CID-335,PID-839,Travel,2021-04-20,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-2096,CID-335,PID-839,Travel,2021-11-07,Claim filed for travel cancellation due to a medical emergency.
CLID-2097,CID-335,PID-839,Travel,2021-12-03,The customer had to file a claim for lost luggage during travel.
CLID-2098,CID-335,PID-840,Auto,2025-10-24,There was a car accident in a parking lot involving multiple vehicles.
CLID-2099,CID-335,PID-840,Auto,2025-09-03,The claim was filed due to a car accident that caused minor damage.
CLID-2100,CID-336,PID-841,Auto,2022-04-24,The claim was filed due to a car accident that caused minor damage.
CLID-2101,CID-336,PID-841,Auto,2021-10-22,There was a car accident in a parking lot involving multiple vehicles.
CLID-2102,CID-336,PID-841,Auto,2022-03-10,There was a car accident in a parking lot involving multiple vehicles.
CLID-2103,CID-336,PID-842,Auto,2023-06-30,There was a car accident in a parking lot involving multiple vehicles.
CLID-2104,CID-336,PID-842,Auto,2022-11-25,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2105,CID-336,PID-842,Auto,2023-05-24,The customer's vehicle was hit while parked and sustained considerable damage.
CLID-2106,CID-336,PID-843,Auto,2024-05-17,The claim was filed due to a car accident that caused minor damage.
CLID-2107,CID-336,PID-843,Auto,2024-04-27,There was a car accident in a parking lot involving multiple vehicles.
CLID-2108,CID-336,PID-843,Auto,2024-02-07,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2109,CID-336,PID-843,Auto,2023-10-15,The customer reported a hit-and-run incident that damaged their vehicle.
CLID-2110,CID-336,PID-844,Home,2024-12-20,The home experienced significant water damage due to a burst pipe.
CLID-2111,CID-337,PID-845,Home,2023-04-02,A tree fell on the customer's house during a storm causing substantial damage.
CLID-2112,CID-337,PID-845,Home,2023-08-04,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2113,CID-337,PID-845,Home,2023-10-24,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2114,CID-337,PID-845,Home,2023-03-15,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2115,CID-337,PID-846,Home,2023-10-13,The home experienced significant water damage due to a burst pipe.
CLID-2116,CID-337,PID-846,Home,2023-10-11,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-2117,CID-337,PID-846,Home,2023-03-18,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2118,CID-337,PID-846,Home,2023-03-11,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2119,CID-338,PID-847,Home,2024-05-22,"Home was vandalized, leading to claims for broken windows and theft."
CLID-2120,CID-338,PID-847,Home,2023-07-27,The home experienced significant water damage due to a burst pipe.
CLID-2121,CID-338,PID-847,Home,2023-10-05,"There was damage to the roof after a severe storm, requiring urgent repairs."
CLID-2122,CID-339,PID-848,Travel,2025-06-22,The customer had to file a claim for lost luggage during travel.
CLID-2123,CID-339,PID-848,Travel,2025-11-12,"A flight was canceled, leading to additional unexpected expenses for the traveler."
CLID-2124,CID-339,PID-849,Boat,2021-07-05,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2125,CID-339,PID-849,Boat,2021-06-08,Claim submitted for boat damage after an accident at the marina.
CLID-2126,CID-339,PID-849,Boat,2021-05-18,Customer's boat sank during a storm due to high waves and heavy rain.
CLID-2127,CID-339,PID-849,Boat,2021-10-06,Claim submitted for boat damage after an accident at the marina.
CLID-2128,CID-339,PID-850,Home,2023-09-20,The home experienced significant water damage due to a burst pipe.
CLID-2129,CID-339,PID-850,Home,2023-06-13,Home damage was reported after a severe storm caused leaks in the roof.
CLID-2130,CID-339,PID-850,Home,2024-03-12,The home experienced significant water damage due to a burst pipe.
